id,date,user,pc,to,cc,bcc,from,activity,size,attachments,content
{C5W3-J1OP39FJ-8628DEZH},01/02/2010 10:45:36,BLN0230,PC-0151,Byron.Lev.Norris@dtaa.com,,,Nathaniel.Abel.Hess@dtaa.com,View,35756,,"NASA also flew an F-4C in a spanwise blowing study from 1983 to 1985, after which it was returned to the Air Force. 15 F-4EJs have been converted to reconnaissance aircraft designated RF-4EJ, with similar upgrades as the F-4EJ Kai. In September 2010, US Army spokeswoman Lt. Col. Tamara Parker confirmed a Chinese-Turkish joint exercise from September 20 through October 4 at the Konya air base in Turkey's central Anatolia region. In 1967, the F-4A supported a brief military-inspired program to determine whether an airplane's sonic boom could be directed and whether it could possibly be used as a weapon of sorts, or at least an annoyance. In USAF service the F-4 was initially designated the F-110 Spectre prior to the introduction of the 1962 United States Tri-Service aircraft designation system."
{I4O4-L6ZQ82SR-8359EAHT},01/02/2010 10:45:57,CDB2017,PC-8758,Imani.Sybil.Guerrero@dtaa.com;Grace.Mona.Hancock@dtaa.com,Thaddeus.Brett.Daniel@dtaa.com,Cade.Dieter.Bauer@dtaa.com,Cade.Dieter.Bauer@dtaa.com,Send,1325305,C:\53RRhj0\T8AQSLZD.doc(748361);C:\CDB2017\I8T6X5HL.doc(561418),"Initial Allied assaults proved unsuccessful and General Langeron ordered the bombardment of the village. The pressure to fight from the Russian nobles and the Austrian commanders however was too strong, and the Allies adopted Austrian Chief of Staff Franz von Weyrother's plan. A Second Coalition was formed in 1798, but by 1801, this too was defeated, leaving Britain the only opponent of the new French Consulate. Napoleon's words to his troops after the battle were full of praise: Soldats! Orphaned children were adopted by Napoleon personally and were allowed to add ""Napoleon"" to their baptismal and family names."
{B0N3-Z6ED80SJ-9856UNYT},01/02/2010 10:45:57,HTC1750,PC-8999,Delilah.Ina.Whitley@dtaa.com,Myra.Germane.Garrison@dtaa.com,,Hiroko.Tana.Christian@dtaa.com,Send,17739,,"They travel as far as Butte Falls, sometimes passing over it in during high flows. Many tourists also come to sight-see. The Oregon Department of Environmental Quality (DEQ) has monitored Big Butte Creek for eight different parameters that affect water quality: temperature, oxygen saturation, pH, nutrients, bacteria, chemical contaminants such as pesticides and metals, turbidity, and alkalinity. The watershed contains the largest groundwater source in the entire Rogue River basin."
{J5E8-Y8XP00OE-5158NPNV},01/02/2010 10:46:07,SRB2276,PC-5164,Sarah.Rebekah.Burke@dtaa.com,,,TDM75@hp.com,View,28522,,"Ticks and gyrostigma were reported to cause deaths in captive animals in the 19th century. The Sumatran Rhino lives an estimated 30-45 years in the wild, while the record time in captivity is a female D. lasiotis who lived for 32 years and 8 months before dying in the London Zoo in 1900. The pattern of courtship is most similar to that of the Black Rhinoceros. The Sumatran Rhinoceros is considered the least derived of the extant species as it shares more traits with its Miocene ancestors."
{T0O6-Z7KW91WP-3608SLBQ},01/02/2010 10:46:12,CDB2017,PC-8758,Cade.Dieter.Bauer@dtaa.com,,,Delilah.Ina.Whitley@dtaa.com,View,31734,,"The Russians broke and many died as they were pursued by the reinvigorated French cavalry for about a quarter of a mile. However, the Russians did have a fine artillery arm, manned by soldiers who regularly fought hard to prevent their pieces from falling into enemy hands."
{N6H5-B0BC61XL-2609KBQO},01/02/2010 10:46:32,SRB2276,PC-5164,KAA6192@netzero.com,SRB64@gmail.com,,SRB64@gmail.com,Send,30874,,"At last, the Fuhrer addressed his wildly enthusiastic followers: The condition of the Sudeten Germans is indescribable. In a resignation broadcast that evening, Chamberlain told the nation, Guerrero, however, died unexpectedly of heart failure on November 13, 2005. This began their reign as WWE Tag Team Champions."
{I9A5-I6PK61ZV-9103SMQR},01/02/2010 10:46:42,SLC1588,PC-3514,Hedda.J.Valentine@netzero.com;VNC28@gmail.com,Massey_Troy@bellsouth.net,,Savannah.L.Clarke@earthlink.net,Send,37043,,"He became instead very interested in numbers, and would calculate in his head large numbers, such as the number of seconds in a year. Teller was left behind at first, but then called to Chicago two months later. Other scientists criticized the project as being potentially unsafe for the local wildlife and the Inupiat people living near the designated area, who were not officially told of the plan until March 1960. Throughout his life, Teller was known both for his scientific ability and his difficult interpersonal relations and volatile personality, and is considered one of the inspirations for the character Dr. Strangelove in the 1964 movie of the same name. After this, however, he detailed ways in which he felt that Oppenheimer had hindered his efforts towards an active thermonuclear development program, and at length criticized Oppenheimer's decisions not to invest more work onto the question at different points in his career, saying:"
{Z0A8-Q1CB95FD-2958RPRY},01/02/2010 10:47:26,CQS2883,PC-6220,Carson.Quentin.Sampson@dtaa.com,,,Akeem.Timothy.Manning@dtaa.com,View,33039,,"In fact I have been informed that there was considerable surprise because I didn't hobble in on a cane and mumble in my dentures."" While at the jamboree, Scouts also attended a three-game baseball series between the Washington Senators and the Boston Red Sox at Griffith Stadium, with Goodman arranging for Eagle Scouts to have a place of honor with President Roosevelt in the stands (pictured). Acclaimed as an eloquent orator, his keynote addresses at the OA's biennial National Order of the Arrow Conferences reportedly made an unforgettable impression upon his youthful audiences."
{X8Q1-V5MA21VH-7962LFSI},01/02/2010 10:47:50,SRB2276,PC-5164,Tatyana_Conley@cox.net,,SRB64@gmail.com,SRB64@gmail.com,Send,1605976,C:\HSW1DAPR.doc(1574209),"However, several of his Cabinet members, led by the Foreign Secretary Lord Halifax, began to draw away from the appeasement policy. Czechoslovakia would receive international guarantees of its independence which would replace existing treaty obligations, principally the French pledge to the Czechs. Afterward, Michelle stripped Melina and then removed her own clothes, as well. This began their reign as WWE Tag Team Champions."
{G5N9-B2LU30TT-4852BQAC},01/02/2010 10:48:06,GES2626,PC-8285,Grace.Emily.Shields@dtaa.com,,,Lunea.Tanya.Hebert@dtaa.com,View,39905,,"John Huang served 500 hours of community service and paid a $10,000 fine. Ernest Green served three months home detention. Political activity is prohibited for such tax exempt entities. Thompson described the findings thus: ""There's not any one real big thing. During the hearings, there was considerable acrimony between the chair Fred Thompson and the ranking minority member John Glenn, reaching a level of public disagreement seldom seen between two leaders of a Senate Committee."
{B3O3-B0OP74ER-4029XRDW},01/02/2010 10:48:31,BOV1609,PC-3155,Brenda.Olivia.Valdez@dtaa.com,,,Bell_Sears@lockheedmartin.com,View,22214,,A total of 45 clubs have played in the Premier League from its inception in 1992 up to and including the 2011-12 season. A further place in the UEFA Europa League is also available via the Fair Play initiative.
{R4B2-J4YY14UH-1583YVGN},01/02/2010 10:48:34,MJA2380,PC-2940,Iliana_Prince@gmail.com,Ayala-Mercedes@earthlink.net,,Ayala-Mercedes@earthlink.net,Send,22454,,"Lad's obituary was carried on a multi-page spread of the September 14, 1918 issue of Field and Fancy magazine. Building on the success of Lad: A Dog, Terhune went on to pen thirty additional canine novels, including two featuring Lad. With this agreement, Dutton became sole owners of the copyright to Lad: A Dog. Brigadier General Benedict Arnold, commanding the American military garrison at Montreal, had placed a detachment of his troops at The Cedars in April 1776, after receiving rumors of British and Indian military preparations to the west of Montreal. The Cedars is located on the north shore of the Saint Lawrence River, about {convert|45|km|mi} from the center of modern Montreal, to the southwest of the western tip of the island of Montreal, from which it is separated by the Ottawa River."
{Z0P8-A4UA09WE-9997ULVJ},01/02/2010 10:48:43,GCN1743,PC-8848,Griffin.Caldwell.Norman@dtaa.com,,,Ava.Libby.Carter@dtaa.com,View,29685,,"A shift from voluntary arrangements to ""negative"" eugenics included compulsory sterilisation laws in the United States, copied by Nazi Germany as the basis for Nazi eugenics based on virulent racism and ""racial hygiene"". In the Descent of Man he mentioned the Fuegians and Edmonstone when arguing against ""ranking the so-called races of man as distinct species""."
{H1A5-S0GQ23HG-7774NDGN},01/02/2010 10:48:53,CDB2017,PC-8758,Cade.Dieter.Bauer@dtaa.com,,,Raphael.Adrian.Peck@dtaa.com,View,14311,,"Future Medal of Honor winner Tibor ""Ted"" Rubin was imprisoned there as a young teenager; a Hungarian Jew, he vowed to join the U.S. Army upon his liberation and later did just that, distinguishing himself in the Korean War as a corporal in the 8th Cavalry Regiment, 1st Cavalry Division. Among the inmates liberated from the camp was Lieutenant Jack Taylor, an officer of the Office of Strategic Services. The Liber Eliensis states that Nigel paid the king ?400 to secure the office for Richard. The Beaumonts alleged that Roger and his family were fortifying the castles they held in preparation for turning them over to Matilda."
{B2M0-O3UF64SC-0646IRBB},01/02/2010 10:49:07,CDB2017,PC-8758,Cade.Dieter.Bauer@dtaa.com,,,Abigail.A.Beard@raytheon.com,View,32231,,"The remnants of several German divisions indeed assaulted the Mauthausen sub-camp, but were repelled by the prisoners who took over the camp. All work in the sub-camps of Mauthausen stopped and the inmates focused on preparations for their liberation - or defence of the camps against a possible assault by the SS divisions concentrated in the area. In addition to planes, some {convert|7000|m2|sqft} of Gusen II tunnels served as factories for various war materials. Although the plan was abandoned, the prisoners feared that the SS might want to massacre the prisoners by other means."
{P3N9-X6SK65XX-8373BQWG},01/02/2010 10:49:22,SRB2276,PC-5164,Sarah.Rebekah.Burke@dtaa.com,,,Nicholas.Cameron.Rowland@dtaa.com,View,53303,,"Rare woods like merbau, meranti and semaram are valuable on the international markets, fetching as much as $1,800 per m3 ($1,375 per cu yd). The species is much better studied than the similarly reclusive Javan Rhinoceros, in part because of a program that brought 40 Sumatran Rhinos into captivity with the goal of preserving the species. The rhino has a patch of long hair around the ears and a thick clump of hair at the end of the tail. Nevertheless, hunting in this species has primarily been driven by a demand for rhino horns with supposedly medicinal properties. Main trails will be used by generations of rhinos to travel between important areas in the rhino's range, such as between salt licks, or in corridors through inhospitable terrain that separates ranges."
{R2S9-P0LZ42GV-7513XMYO},01/02/2010 10:49:24,AKS3496,PC-3470,Grimes-Brock@hp.com;Noel.Whilemina.Orr@dtaa.com,,,Ann.Kyra.Stone@dtaa.com,Send,31528,,"As Reed's Quarry #4 dried up, Marsh ordered Reed to clear out the bone fragments from the other quarries. Marsh's letter was from two men identifying themselves as Harlow and Edwards (their real names were Carlin and Reed), workers on the Union Pacific Railroad. The rivalry between the two, however, remained strong if weary."
{C1P9-P0JK82YV-1787DAKY},01/02/2010 10:49:25,ZRM0694,PC-6816,Zenaida.Rosalyn.Mclean@dtaa.com,,,Amelia.Brittany.Lee@dtaa.com,View,30129,,"Oriental horses were imported into South Africa from the late 17th century in order to improve the local stock through crossbreeding. Iroquois became the first American-bred winner of the Epsom Derby in 1881. During the 18th and 19th centuries, the Thoroughbred breed spread throughout the world; they were imported into North America starting in 1730 and into Australia, Europe, Japan and South America during the 19th century."
{P8J5-K2MU61UA-7416ZAAB},01/02/2010 10:49:30,SLC1588,PC-3514,Savannah.Leslie.Clarke@dtaa.com,,,Isabella.Susan.Hines@dtaa.com,View,25807,,"Edward Teller (Teller Ede; January 15, 1908 - September 9, 2003) was a Hungarian-American theoretical physicist, known colloquially as ""the father of the hydrogen bomb,"" even though he did not care for the title. Teller graduated in chemical engineering at the University of Karlsruhe and received his Ph.D. in physics under Werner Heisenberg at the University of Leipzig. Teller said that, in hindsight, he would have responded differently. The Atomic Energy Commission accepted Teller's proposal in 1958 and it was designated Project Chariot. He claimed his words were an overreaction, because he had only just learned of Oppenheimer's failure to immediately report an approach by Haakon Chevalier, who had approached Oppenheimer to help the Russians."
